name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
Just Cause™ 3,AvalancheStudios,"SquareEnix,SquareEnix","OpenWorld,Action,Destruction,Third-PersonShooter,Adventure,Singleplayer,Shooter,Multiplayer,ThirdPerson,Sandbox,Exploration,Physics,Funny,Atmospheric,Comedy,Parkour,GreatSoundtrack,Co-op,Moddable,RPG","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Action,Adventure",justcause3,"Action,AdventureSquareEnix,SquareEnixAvalancheStudios","Action,AdventureOpenWorld,Action,Destruction,Third-PersonShooter,Adventure,Singleplayer,Shooter,Multiplayer,ThirdPerson,Sandbox,Exploration,Physics,Funny,Atmospheric,Comedy,Parkour,GreatSoundtrack,Co-op,Moddable,RPGAvalancheStudios","Action,AdventureOpenWorld,Action,Destruction,Third-PersonShooter,Adventure,Singleplayer,Shooter,Multiplayer,ThirdPerson,Sandbox,Exploration,Physics,Funny,Atmospheric,Comedy,Parkour,GreatSoundtrack,Co-op,Moddable,RPGSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Action,AdventureSquareEnix,SquareEnixAvalancheStudiosSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards"
BioShock Infinite,"IrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)","2K,Aspyr(Mac),2K,Aspyr(Mac)","FPS,StoryRich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,AlternateHistory,Beautiful,Adventure,GreatSoundtrack,Dystopian,Sci-fi,TimeTravel,Fantasy,Gore,Linear,RPG","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud",Action,bioshockinfinite,"Action2K,Aspyr(Mac),2K,Aspyr(Mac)IrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)","ActionFPS,StoryRich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,AlternateHistory,Beautiful,Adventure,GreatSoundtrack,Dystopian,Sci-fi,TimeTravel,Fantasy,Gore,Linear,RPGIrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)","ActionFPS,StoryRich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,AlternateHistory,Beautiful,Adventure,GreatSoundtrack,Dystopian,Sci-fi,TimeTravel,Fantasy,Gore,Linear,RPGSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action2K,Aspyr(Mac),2K,Aspyr(Mac)IrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
Men of War: Assault Squad 2,Digitalmindsoft,"1CEntertainment,1CEntertainment","Strategy,WorldWarII,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,RealTimeTactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,Classic","Single-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Stats,SteamLeaderboards,Includesleveleditor","Action,Simulation,Strategy",menofwarassaultsquad2,"Action,Simulation,Strategy1CEntertainment,1CEntertainmentDigitalmindsoft","Action,Simulation,StrategyStrategy,WorldWarII,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,RealTimeTactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,ClassicDigitalmindsoft","Action,Simulation,StrategyStrategy,WorldWarII,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,RealTimeTactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,ClassicSingle-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Stats,SteamLeaderboards,Includesleveleditor","Action,Simulation,Strategy1CEntertainment,1CEntertainmentDigitalmindsoftSingle-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Stats,SteamLeaderboards,Includesleveleditor"
Dungeons & Dragons Online®,"StandingStoneGames,LLC","StandingStoneGames,LLC,StandingStoneGames,LLC","FreetoPlay,RPG,MMORPG,MassivelyMultiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,OpenWorld,Magic,Dungeons&Dragons,ThirdPerson,Co-op,CharacterCustomization,DungeonCrawler,Puzzle,Sandbox,FPS,OnlineCo-Op",MMO,"Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPG",dungeonsdragonsonline,"Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGStandingStoneGames,LLC,StandingStoneGames,LLCStandingStoneGames,LLC","Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGFreetoPlay,RPG,MMORPG,MassivelyMultiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,OpenWorld,Magic,Dungeons&Dragons,ThirdPerson,Co-op,CharacterCustomization,DungeonCrawler,Puzzle,Sandbox,FPS,OnlineCo-OpStandingStoneGames,LLC","Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGFreetoPlay,RPG,MMORPG,MassivelyMultiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,OpenWorld,Magic,Dungeons&Dragons,ThirdPerson,Co-op,CharacterCustomization,DungeonCrawler,Puzzle,Sandbox,FPS,OnlineCo-OpMMO","Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGStandingStoneGames,LLC,StandingStoneGames,LLCStandingStoneGames,LLCMMO"
METAL GEAR SOLID V: THE PHANTOM PAIN,KonamiDigitalEntertainment,"KonamiDigitalEntertainment,KonamiDigitalEntertainment","Stealth,OpenWorld,StoryRich,Action,Tactical,Cinematic,GreatSoundtrack,ThirdPerson,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-PersonShooter,Shooter,ReplayValue,Sandbox,Masterpiece,Dark,Sci-fi","Single-player,Multi-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud,SteamLeaderboards","Action,Adventure",metalgearsolidvthephantompain,"Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentKonamiDigitalEntertainment","Action,AdventureStealth,OpenWorld,StoryRich,Action,Tactical,Cinematic,GreatSoundtrack,ThirdPerson,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-PersonShooter,Shooter,ReplayValue,Sandbox,Masterpiece,Dark,Sci-fiKonamiDigitalEntertainment","Action,AdventureStealth,OpenWorld,StoryRich,Action,Tactical,Cinematic,GreatSoundtrack,ThirdPerson,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-PersonShooter,Shooter,ReplayValue,Sandbox,Masterpiece,Dark,Sci-fiSingle-player,Multi-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud,SteamLeaderboards","Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentKonamiDigitalEntertainmentSingle-player,Multi-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud,SteamLeaderboards"
Heroes & Generals,RETOMOTO,"RETOMOTO,RETOMOTO","FreetoPlay,WorldWarII,FPS,Multiplayer,War,Shooter,Action,First-Person,MassivelyMultiplayer,Tactical,Strategy,Co-op,Historical,OpenWorld,Singleplayer,Simulation,Atmospheric,Adventure,EarlyAccess,Indie","Multi-player,OnlineMulti-Player,MMO,OnlineCo-op,In-AppPurchases","Action,FreetoPlay,Indie,MassivelyMultiplayer,Strategy",heroesgenerals,"Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyRETOMOTO,RETOMOTORETOMOTO","Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyFreetoPlay,WorldWarII,FPS,Multiplayer,War,Shooter,Action,First-Person,MassivelyMultiplayer,Tactical,Strategy,Co-op,Historical,OpenWorld,Singleplayer,Simulation,Atmospheric,Adventure,EarlyAccess,IndieRETOMOTO","Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyFreetoPlay,WorldWarII,FPS,Multiplayer,War,Shooter,Action,First-Person,MassivelyMultiplayer,Tactical,Strategy,Co-op,Historical,OpenWorld,Singleplayer,Simulation,Atmospheric,Adventure,EarlyAccess,IndieMulti-player,OnlineMulti-Player,MMO,OnlineCo-op,In-AppPurchases","Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyRETOMOTO,RETOMOTORETOMOTOMulti-player,OnlineMulti-Player,MMO,OnlineCo-op,In-AppPurchases"
Universe Sandbox ²,GiantArmy,"GiantArmy,GiantArmy","EarlyAccess,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,EarlyAccess,GodGame,Singleplayer,OpenWorld,Indie,Atmospheric,Casual,VR,GreatSoundtrack,Sci-fi,Exploration","Single-player,PartialControllerSupport","Casual,Indie,Simulation,EarlyAccess",universesandbox,"Casual,Indie,Simulation,EarlyAccessGiantArmy,GiantArmyGiantArmy","Casual,Indie,Simulation,EarlyAccessEarlyAccess,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,EarlyAccess,GodGame,Singleplayer,OpenWorld,Indie,Atmospheric,Casual,VR,GreatSoundtrack,Sci-fi,ExplorationGiantArmy","Casual,Indie,Simulation,EarlyAccessEarlyAccess,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,EarlyAccess,GodGame,Singleplayer,OpenWorld,Indie,Atmospheric,Casual,VR,GreatSoundtrack,Sci-fi,ExplorationSingle-player,PartialControllerSupport","Casual,Indie,Simulation,EarlyAccessGiantArmy,GiantArmyGiantArmySingle-player,PartialControllerSupport"
Fable Anniversary,LionheadStudios,"XboxGameStudios,XboxGameStudios","RPG,Masterpiece,Classic,Fantasy,Adventure,OpenWorld,Singleplayer,Remake,Atmospheric,ActionRPG,ThirdPerson,StoryRich,ChoicesMatter,Action,Comedy,GreatSoundtrack,CharacterCustomization,Medieval,Magic,Sandbox","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud",RPG,fableanniversary,"RPGXboxGameStudios,XboxGameStudiosLionheadStudios","RPGRPG,Masterpiece,Classic,Fantasy,Adventure,OpenWorld,Singleplayer,Remake,Atmospheric,ActionRPG,ThirdPerson,StoryRich,ChoicesMatter,Action,Comedy,GreatSoundtrack,CharacterCustomization,Medieval,Magic,SandboxLionheadStudios","RPGRPG,Masterpiece,Classic,Fantasy,Adventure,OpenWorld,Singleplayer,Remake,Atmospheric,ActionRPG,ThirdPerson,StoryRich,ChoicesMatter,Action,Comedy,GreatSoundtrack,CharacterCustomization,Medieval,Magic,SandboxSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud","RPGXboxGameStudios,XboxGameStudiosLionheadStudiosSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud"
Baldur's Gate II: Enhanced Edition,Beamdog,"Beamdog,Beamdog","RPG,Classic,Fantasy,Isometric,Party-BasedRPG,Dungeons&Dragons,Real-TimewithPause,Strategy,StoryRich,Masterpiece,CRPG,Singleplayer,Adventure,OldSchool,CharacterCustomization,Magic,Atmospheric,Multiplayer,Remake,Romance","Single-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Captionsavailable,SteamCloud","RPG,Strategy",baldursgateiienhancededition,"RPG,StrategyBeamdog,BeamdogBeamdog","RPG,StrategyRPG,Classic,Fantasy,Isometric,Party-BasedRPG,Dungeons&Dragons,Real-TimewithPause,Strategy,StoryRich,Masterpiece,CRPG,Singleplayer,Adventure,OldSchool,CharacterCustomization,Magic,Atmospheric,Multiplayer,Remake,RomanceBeamdog","RPG,StrategyRPG,Classic,Fantasy,Isometric,Party-BasedRPG,Dungeons&Dragons,Real-TimewithPause,Strategy,StoryRich,Masterpiece,CRPG,Singleplayer,Adventure,OldSchool,CharacterCustomization,Magic,Atmospheric,Multiplayer,Remake,RomanceSingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Captionsavailable,SteamCloud","RPG,StrategyBeamdog,BeamdogBeamdogSingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Captionsavailable,SteamCloud"
Freestyle 2: Street Basketball,Joycity,"Joycity,Joycity","FreetoPlay,Basketball,Sports,Multiplayer,MassivelyMultiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,GreatSoundtrack,OpenWorld,FPS,2D","OnlineMulti-Player,MMO,OnlineCo-op,SteamTradingCards,PartialControllerSupport","Action,Casual,FreetoPlay,MassivelyMultiplayer,Sports",freestyle2streetbasketball,"Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsJoycity,JoycityJoycity","Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsFreetoPlay,Basketball,Sports,Multiplayer,MassivelyMultiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,GreatSoundtrack,OpenWorld,FPS,2DJoycity","Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsFreetoPlay,Basketball,Sports,Multiplayer,MassivelyMultiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,GreatSoundtrack,OpenWorld,FPS,2DOnlineMulti-Player,MMO,OnlineCo-op,SteamTradingCards,PartialControllerSupport","Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsJoycity,JoycityJoycityOnlineMulti-Player,MMO,OnlineCo-op,SteamTradingCards,PartialControllerSupport"
Battle Brothers,OverhypeStudios,"OverhypeStudios,OverhypeStudios","Strategy,Turn-BasedCombat,Medieval,RPG,Turn-BasedTactics,OpenWorld,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,ProceduralGeneration,PermaDeath,ReplayValue,Fantasy,Turn-BasedStrategy,Rogue-like,CRPG,EarlyAccess","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","Indie,RPG,Strategy",battlebrothers,"Indie,RPG,StrategyOverhypeStudios,OverhypeStudiosOverhypeStudios","Indie,RPG,StrategyStrategy,Turn-BasedCombat,Medieval,RPG,Turn-BasedTactics,OpenWorld,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,ProceduralGeneration,PermaDeath,ReplayValue,Fantasy,Turn-BasedStrategy,Rogue-like,CRPG,EarlyAccessOverhypeStudios","Indie,RPG,StrategyStrategy,Turn-BasedCombat,Medieval,RPG,Turn-BasedTactics,OpenWorld,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,ProceduralGeneration,PermaDeath,ReplayValue,Fantasy,Turn-BasedStrategy,Rogue-like,CRPG,EarlyAccessSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Indie,RPG,StrategyOverhypeStudios,OverhypeStudiosOverhypeStudiosSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
Endless Legend™,AMPLITUDEStudios,"SEGA,SEGA","Strategy,4X,Turn-Based,Turn-BasedStrategy,Fantasy,HexGrid,Multiplayer,Singleplayer,GreatSoundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,GrandStrategy,Medieval,Atmospheric,OpenWorld,Exploration,Sandbox","Single-player,Multi-player,OnlineMulti-Player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud","RPG,Strategy",endlesslegend,"RPG,StrategySEGA,SEGAAMPLITUDEStudios","RPG,StrategyStrategy,4X,Turn-Based,Turn-BasedStrategy,Fantasy,HexGrid,Multiplayer,Singleplayer,GreatSoundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,GrandStrategy,Medieval,Atmospheric,OpenWorld,Exploration,SandboxAMPLITUDEStudios","RPG,StrategyStrategy,4X,Turn-Based,Turn-BasedStrategy,Fantasy,HexGrid,Multiplayer,Singleplayer,GreatSoundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,GrandStrategy,Medieval,Atmospheric,OpenWorld,Exploration,SandboxSingle-player,Multi-player,OnlineMulti-Player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud","RPG,StrategySEGA,SEGAAMPLITUDEStudiosSingle-player,Multi-player,OnlineMulti-Player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud"
Warface,MY.GAMES,"MY.GAMES,MY.GAMES","FreetoPlay,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,OnlineCo-Op,War,PvP,Military,MassivelyMultiplayer,Team-Based,Tactical,Zombies,OpenWorld,Adventure,Strategy,Simulation,GreatSoundtrack","Multi-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases","Action,FreetoPlay,MassivelyMultiplayer",warface,"Action,FreetoPlay,MassivelyMultiplayerMY.GAMES,MY.GAMESMY.GAMES","Action,FreetoPlay,MassivelyMultiplayerFreetoPlay,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,OnlineCo-Op,War,PvP,Military,MassivelyMultiplayer,Team-Based,Tactical,Zombies,OpenWorld,Adventure,Strategy,Simulation,GreatSoundtrackMY.GAMES","Action,FreetoPlay,MassivelyMultiplayerFreetoPlay,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,OnlineCo-Op,War,PvP,Military,MassivelyMultiplayer,Team-Based,Tactical,Zombies,OpenWorld,Adventure,Strategy,Simulation,GreatSoundtrackMulti-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases","Action,FreetoPlay,MassivelyMultiplayerMY.GAMES,MY.GAMESMY.GAMESMulti-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases"
Empyrion - Galactic Survival,EleonGameStudios,"EleonGameStudios,EleonGameStudios","EarlyAccess,Survival,OpenWorld,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,EarlyAccess,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,Action","Single-player,Multi-player,Co-op,SteamWorkshop,PartialControllerSupport","Adventure,Indie,Simulation,Strategy,EarlyAccess",empyriongalacticsurvival,"Adventure,Indie,Simulation,Strategy,EarlyAccessEleonGameStudios,EleonGameStudiosEleonGameStudios","Adventure,Indie,Simulation,Strategy,EarlyAccessEarlyAccess,Survival,OpenWorld,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,EarlyAccess,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,ActionEleonGameStudios","Adventure,Indie,Simulation,Strategy,EarlyAccessEarlyAccess,Survival,OpenWorld,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,EarlyAccess,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,ActionSingle-player,Multi-player,Co-op,SteamWorkshop,PartialControllerSupport","Adventure,Indie,Simulation,Strategy,EarlyAccessEleonGameStudios,EleonGameStudiosEleonGameStudiosSingle-player,Multi-player,Co-op,SteamWorkshop,PartialControllerSupport"
Total War: ATTILA,CREATIVEASSEMBLY,"SEGA,SEGA","Strategy,Historical,War,Turn-BasedStrategy,GrandStrategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,RealTimeTactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,OpenWorld,Simulation,Survival,Adventure","Single-player,Multi-player,SteamAchievements,SteamTradingCards,SteamCloud",Strategy,totalwarattila,"StrategySEGA,SEGACREATIVEASSEMBLY","StrategyStrategy,Historical,War,Turn-BasedStrategy,GrandStrategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,RealTimeTactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,OpenWorld,Simulation,Survival,AdventureCREATIVEASSEMBLY","StrategyStrategy,Historical,War,Turn-BasedStrategy,GrandStrategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,RealTimeTactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,OpenWorld,Simulation,Survival,AdventureSingle-player,Multi-player,SteamAchievements,SteamTradingCards,SteamCloud","StrategySEGA,SEGACREATIVEASSEMBLYSingle-player,Multi-player,SteamAchievements,SteamTradingCards,SteamCloud"
Prison Architect,IntroversionSoftware,"ParadoxInteractive,ParadoxInteractive","Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,ResourceManagement,BaseBuilding,Economy,Top-Down,Moddable,CityBuilder,ReplayValue,EarlyAccess,Casual,Funny,Action,Comedy","Single-player,OnlineMulti-Player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor","Indie,Simulation,Strategy",prisonarchitect,"Indie,Simulation,StrategyParadoxInteractive,ParadoxInteractiveIntroversionSoftware","Indie,Simulation,StrategySimulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,ResourceManagement,BaseBuilding,Economy,Top-Down,Moddable,CityBuilder,ReplayValue,EarlyAccess,Casual,Funny,Action,ComedyIntroversionSoftware","Indie,Simulation,StrategySimulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,ResourceManagement,BaseBuilding,Economy,Top-Down,Moddable,CityBuilder,ReplayValue,EarlyAccess,Casual,Funny,Action,ComedySingle-player,OnlineMulti-Player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor","Indie,Simulation,StrategyParadoxInteractive,ParadoxInteractiveIntroversionSoftwareSingle-player,OnlineMulti-Player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor"
Ori and the Blind Forest,MoonStudiosGmbH,"XboxGameStudios,XboxGameStudios","GreatSoundtrack,Atmospheric,Platformer,Adventure,StoryRich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,SideScroller,FamilyFriendly,OpenWorld,RPG,2.5D","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats",Action,oriandtheblindforest,"ActionXboxGameStudios,XboxGameStudiosMoonStudiosGmbH","ActionGreatSoundtrack,Atmospheric,Platformer,Adventure,StoryRich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,SideScroller,FamilyFriendly,OpenWorld,RPG,2.5DMoonStudiosGmbH","ActionGreatSoundtrack,Atmospheric,Platformer,Adventure,StoryRich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,SideScroller,FamilyFriendly,OpenWorld,RPG,2.5DSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats","ActionXboxGameStudios,XboxGameStudiosMoonStudiosGmbHSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats"
Divinity: Original Sin - Enhanced Edition,LarianStudios,"LarianStudios,LarianStudios","RPG,Turn-Based,Co-op,Fantasy,Adventure,Party-BasedRPG,StoryRich,Strategy,Turn-BasedCombat,OpenWorld,CharacterCustomization,Singleplayer,Isometric,LocalCo-Op,CRPG,Multiplayer,GreatSoundtrack,SplitScreen,Turn-BasedStrategy,Indie","Single-player,Multi-player,Co-op,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud","Adventure,Indie,RPG,Strategy",divinityoriginalsinenhancededition,"Adventure,Indie,RPG,StrategyLarianStudios,LarianStudiosLarianStudios","Adventure,Indie,RPG,StrategyRPG,Turn-Based,Co-op,Fantasy,Adventure,Party-BasedRPG,StoryRich,Strategy,Turn-BasedCombat,OpenWorld,CharacterCustomization,Singleplayer,Isometric,LocalCo-Op,CRPG,Multiplayer,GreatSoundtrack,SplitScreen,Turn-BasedStrategy,IndieLarianStudios","Adventure,Indie,RPG,StrategyRPG,Turn-Based,Co-op,Fantasy,Adventure,Party-BasedRPG,StoryRich,Strategy,Turn-BasedCombat,OpenWorld,CharacterCustomization,Singleplayer,Isometric,LocalCo-Op,CRPG,Multiplayer,GreatSoundtrack,SplitScreen,Turn-BasedStrategy,IndieSingle-player,Multi-player,Co-op,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud","Adventure,Indie,RPG,StrategyLarianStudios,LarianStudiosLarianStudiosSingle-player,Multi-player,Co-op,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud"
